Nome;Unidade;Quantidade;Preço
viii 7.1. 3 vc1.3 - unidade de chão com envolvente - sala (apartamento piso-2) potência frigorífica: 2,5 kw potência frigorífica sensível: 2,02 kw potência calorífica: 3,24 kw dimensões (axlxp): - mm temperatura de entrada e saída de água gelada: 7ºc / 12ºc temperatura de entrada e saída de água quente: 45ºc / 40ºc propriedades do ar de entrada na bateria - frio: 26ºc / 50% propriedades do ar de saída na bateria - frio: 16ºc propriedades do ar de entrada na bateria - quente: 20ºc propriedades do ar de saída na bateria - frio: 35ºc caudal de ar climatizado: 500 m³/h pressão estática disponível: - pa potência elétrica: 0,15 kw alimentação elétrica: 230v-50hz controlo remoto por cabo, filtro g4, pleno de insuflação e retorno térmicamente isolados de acordo com as peças desenhadas e válvula de 3 vias montada. montagem interior, no interior do teto falso. fwv04dt | daikin| daikin portugal un 1 1106.1967014000002;vg;1;1106.2
viii 7.1. 4 vc2.3, vc2.4, vc2.5 - unidade de ligação a condutas - quartos potência frigorífica: 2,08 kw potência frigorífica sensível: 1,7 kw potência calorífica: 3,27 kw dimensões (axlxp): - mm temperatura de entrada e saída de água gelada: 7ºc / 12ºc temperatura de entrada e saída de água quente: 45ºc / 40ºc propriedades do ar de entrada na bateria - frio: 26ºc / 50% propriedades do ar de saída na bateria - frio: 16ºc propriedades do ar de entrada na bateria - quente: 20ºc propriedades do ar de saída na bateria - frio: 35ºc caudal de ar climatizado: 460 m³/h pressão estática disponível: 70 pa potência elétrica: 0,15 kw alimentação elétrica: 230v-50hz controlo remoto por cabo, filtro g4, pleno de insuflação e retorno térmicamente isolados de acordo com as peças desenhadas e válvula de 3 vias montada. tabuleiro para condensados: sim montagem interior, no interior do teto falso. fwb08ct | daikin| daikin portugal un 3 1274.54576;vg;1;3823.64
viii 7.1. 5 vc2.1, vc2.2 - unidade de chão com envolvente - sala comun potência frigorífica: 4,01 kw potência frigorífica sensível: 3,11 kw potência calorífica: 5,17 kw dimensões (axlxp): - mm temperatura de entrada e saída de água gelada: 7ºc / 12ºc temperatura de entrada e saída de água quente: 45ºc / 40ºc propriedades do ar de entrada na bateria - frio: 26ºc / 50% propriedades do ar de saída na bateria - frio: 16ºc propriedades do ar de entrada na bateria - quente: 20ºc propriedades do ar de saída na bateria - frio: 35ºc caudal de ar climatizado: 780 m³/h pressão estática disponível: - pa potência elétrica: 0,15 kw alimentação elétrica: 230v-50hz controlo remoto por cabo, filtro g4, pleno de insuflação e retorno térmicamente isolados de acordo com as peças desenhadas e válvula de 3 vias montada. montagem interior, no interior do teto falso. fwv08dt | daikin| daikin portugal un 2 1327.25704545;vg;1;2654.51
viii 7.1. 6 vc2.6 - unidade de chão com envolvente - open space potência frigorífica: 2,5 kw potência frigorífica sensível: 2,02 kw potência calorífica: 3,24 kw dimensões (axlxp): - mm temperatura de entrada e saída de água gelada: 7ºc / 12ºc temperatura de entrada e saída de água quente: 45ºc / 40ºc propriedades do ar de entrada na bateria - frio: 26ºc / 50% propriedades do ar de saída na bateria - frio: 16ºc propriedades do ar de entrada na bateria - quente: 20ºc propriedades do ar de saída na bateria - frio: 35ºc caudal de ar climatizado: 500 m³/h pressão estática disponível: - pa potência elétrica: 0,15 kw alimentação elétrica: 230v-50hz controlo remoto por cabo, filtro g4, pleno de insuflação e retorno térmicamente isolados de acordo com as peças desenhadas e válvula de 3 vias montada. montagem interior, no interior do teto falso. fwv04dt | daikin| daikin portugal un 1 1106.1967014000002;vg;1;1106.2
viii 7.2. 1 dn25 - roscada vg 1 26.8494345;vg;1;26.85
viii 7.3. 1 dn25 - roscada vg 1 44.749057500000006;vg;1;44.75
viii 7.4. 1 retangular m² 18 63.92722500000001;vg;1;1150.69
viii 7.4. 2 ø250 ml 12 41.197545000000005;vg;1;494.37
viii 7.5. 1 gi1 dimensão: 1000x100 simples deflexão com alhetas posteriores móveis, com pleno em chapa de aço galvanizado com isolamento térmico em aglomerado flexível de fibras de rocha (25mm) com barreira de vapor, e registo de caudal. tipo de fixação: oculta material grelha: alumínio cor: a definir pela arquitetura montagem interior encastrada no teto falso lac 50 - 2 + pfu 28 | france air | france air portugal un 5 179.66391435;vg;1;898.32
viii 7.5. 2 gr1 dimensão: 1000x100 simples deflexão com alhetas posteriores móveis, com pleno em chapa de aço galvanizado com isolamento térmico em aglomerado flexível de fibras de rocha (25mm) com barreira de vapor, e registo de caudal. tipo de fixação: oculta material grelha: alumínio cor: a definir pela arquitetura montagem interior encastrada no teto falso lac 50 - 2 + pfu 28 | france air | france air portugal un 5 179.66391435;vg;1;898.32
viii 7.6. 1 dn32 ml 63 7.103025;vg;1;447.49
viii 7.7. 1 2x1,5 ml 90 4.261815000000001;vg;1;383.56
viii 7.8. 1 dn 26x3,0 ml 134 27.829651950000002;vg;1;3729.17
viii 7.8. 2 dn 32x3,0 ml 60 34.662762;vg;1;2079.77
viii 7.8. 3 dn 40x3,5 ml 54 54.693292500000005;vg;1;2953.44
viii 7.8. 4 dn 50x4,0 ml 10 72.32300055;vg;1;723.23
viii 8.1. 1 17x2,0mm - 240m un 1 1355.8964422500003;vg;1;1355.9
viii 8.1. 2 placa altura 48, espessura 26 un 7 188.48587140000004;vg;1;1319.4
viii 8.1. 3 faixa perimetral rds - 25m un 4 26.764198200000003;vg;1;107.06
viii 8.1. 4 aditivo para betonilha estrolith h2000 un 2 48.868812;vg;1;97.74
viii 8.1. 5 coletor poliamida de 7 saídas rmx7 un 1 648.8613337500001;vg;1;648.86
viii 8.1. 6 set ring monopex 17 un 7 9.304962750000001;vg;1;65.13
viii 8.1. 7 kit válvulas de corte ash3 un 1 38.398953150000004;vg;1;38.4
viii 8.1. 8 caixa mural encastrada até rmx7/rmv6 un 1 176.85111645;vg;1;176.85
viii 8.1. 9 atuador de válvula un 7 24.434406;vg;1;171.04
viii 8.1. 10 termostato digital c/ fios un 6 61.66846305;vg;1;370.01
viii 8.1. 11 estação base c/ fios un 1 93.0780396;vg;1;93.08
viii 9.1. 1 17x2,0mm - 600m un 2 1524.6074920500002;vg;1;3049.21
viii 9.1. 2 17x2,0mm - 240m un 1 1355.8964422500003;vg;1;1355.9
viii 9.1. 3 placa altura 48, espessura 26 un 23 188.48587140000004;vg;1;4335.18
viii 9.1. 4 faixa perimetral rds - 25m un 8 26.764198200000003;vg;1;214.11
viii 9.1. 5 aditivo para betonilha estrolith h2000 un 4 48.868812;vg;1;195.48
viii 9.1. 6 coletor poliamida de 2 saídas rmx2 un 1 513.90385875;vg;1;513.9
viii 9.1. 7 coletor poliamida de 5 saídas rmx5 un 2 595.3471434;vg;1;1190.69
viii 9.1. 8 coletor poliamida de 6 saídas rmx6 un 1 272.25894825;vg;1;272.26
viii 9.1. 9 set ring monopex 17 un 17 9.304962750000001;vg;1;158.18
viii 9.1. 10 kit válvulas de corte ash3 un 4 38.398953150000004;vg;1;153.6
viii 9.1. 11 caixa mural encastrada até rmx4/rmv3 un 1 159.39188100000004;vg;1;159.39
viii 9.1. 12 caixa mural encastrada até rmx7/rmv6 un 3 176.85111645;vg;1;530.55
viii 9.1. 13 atuador de válvula un 17 24.434406;vg;1;415.38
viii 9.1. 14 termostato digital c/ fios un 12 61.66846305;vg;1;740.02
viii 9.1. 15 estação base c/ fios un 4 93.0780396;vg;1;372.31
viii 10.1. 1 instalações elétricas associadas (ligação das pontas de cabo de potência deixadas pelas instalações elétricas junto aos equipamentos e fornecimento e montagem de todos os cabos, tubos e caixas afetas aos circuitos de comando vg 1 2130.9075000000003;vg;1;2130.91
nan nan nan total nan nan nan;vg;1;80007.97
ix. 1.1 fornecimento e montagem de ascensor modelo homelift hidraúlico, com capacidade de 385kg (5 pessoas), dimensões da cabina de 1100x2050x1400mm, com paredes e teto em aço inox escovado ou skinplate (cor da definir), 4 spots de led, rodapé e corrimão em aço inox, incluindo todos os equipamentos e materiais necessários ao seu perfeito funcionamento. un 1 20170;vg;1;20170.0
x. 1.1 fornecimento e assentamento de canalização instalada à vista ou embebida em paredes e pavimentos, constituída por tubagem de cobre, incluindo válvulas, acessórios e todos os trabalhos necessários incluindo manga protectora não inflamável com devida ventilação, de acordo com as peças desenhadas e nos seguintes diâmetros: nan nan nan;vg;1;1.1
x. 1.2 fornecimento e montagem de válvula de corte geral, acessórios e todos os trabalhos necessários, de acordo com as peças desenhadas e nos seguintes diâmetros: nan nan nan;vg;1;1.2
x. 1.3 fornecimento e montagem de válvula de seccionamento, acessórios e todos os trabalhos necessários, de acordo com as peças desenhadas e nos seguintes diâmetros: nan nan nan;vg;1;1.3
x. 1.4 fornecimento e assentamento de tubagem em polietileno de alta densidade (pead) pn16 pe100 sdr11 com bandas amarelas (iso 4437), ligações soldadas, para rede enterrada, incluindo acessórios de ligação e suportagem conforme condições técnicas, assente enterrada, incluindo todos os trabalhos necessários, com os diâmetros de: nan nan nan;vg;1;1.4
x. 2.1 caixas nan nan nan;vg;1;2.1
nan mapa comparação de propostas - round 3 2021-06-09 00:00:00 nan nan nan nan nan nan;vg;1;3.0
1.1 montagem e desmontagem de estaleiro em local apropriado, incluindo todos os trabalhos e espaços complementares necessários ao perfeito funcionamento do mesmo de acordo com o projecto e condições técnicas gerais e especificas. vg 1 55000 55000 nan nan nan;vg;1;55000.0
"1.2 implementação do projecto de segurança, nomeadamente na aquisição de epi (luvas, botas, capacetes, etc.) ; equipamentos de protecção colectiva (guarda corpos, redes, etc.) e ainda na aquisição de placas de sinalização, extintores e todo o equipamento necessário para que a obra seja executada dentro das normas de segurança e todos os trabalhos complementares necessários de acordo com o projecto e condições técnicas gerais e especificas. vg 1 1105.44 1105.44 nan nan nan";vg;1;1105.44
1.3 elaboração do projecto de segurança, saúde e higiene em fase de projecto e em fase de obra, incluindo a sua implementação e todos os trabalhos necessários de acordo com o projecto e condições técnicas gerais e especificas. vg 1 4974.48 4974.48 valor apresentado contempla a afectação de um técnico de segurança, incluindo avaliação semanal e reunião com o cso e todas as deslocações necessárias para acompanhamento da obra e implementação das medidas de segurança, preparação de documentação técnica e todas as actividades de acordo com a legislação aplicável em vigor. nan nan;vg;1;4974.48
1.4 implementação e cumprimento do plano prevenção e gestão de resíduos sólidos de acordo com a respectiva legislação em vigor, tendo em conta: caracterização da obra, incorporação de reciclados, prevenção de residuos, acondicionamento e triagem, produção de resíduos de construção e demolição. vg 1 829.08 829.08 nan nan nan;vg;1;829.08
1.5 limpeza, demolição e remoção de elementos não mencionados e necessários para a implantação da obra, incluindo andaimes onde necessário, (incluindo montar e desmontar), transporte a vazadouro, preparação de superfícies para execução, conforme projecto, e todos os trabalhos complementares necessários. vg 1 395.01792959999995 395.02 nan nan nan;vg;1;395.02
2 demolições nan nan nan 44426.37 nan nan nan;vg;1;44426.37
2.1 remoção de telhado em telha cerâmica, incluindo remoção de rincões, cumeeiras, de acordo com amarelos e encarnados de arquitectura. (cerca de 170m2, medição em planta) vg 1 1928.6750412719998 1928.68 nan nan nan;vg;1;1928.68
2.2 remoção de ripado e estrutura de suporte de telhado, de forma cuidada de modo a conter a construção existente, de acordo com amarelos e encarnados de arquitectura. (cerca de 170m2, medição em planta) vg 1 1013.3199999999999 1013.32 nan nan nan;vg;1;1013.32
2.3 demolição de corpo de chaminé existente em cobertura, com depósito dos elementos reaproveitáveis, de acordo com amarelos e encarnados de arquitectura. vg 2 345.6406884 691.28 nan nan nan;vg;1;691.28
2.4 demolição controlada de betonilhas e pavimentos existentes de qualquer natureza, incluindo elementos estruturais de qualquer natureza, contenções de acordo com o projecto de estruturas e amarelos e encarnados de arquitectura. nan nan nan nan nan nan nan;vg;1;2.4
2.4.1 piso -1 (cerca de 170m2) vg 1 1129.6525241735999 1129.65 nan nan nan;vg;1;1129.65
2.4.2 piso 0 (cerca de 170m2) vg 1 1129.6525241735999 1129.65 nan nan nan;vg;1;1129.65
2.4.3 piso 1 (cerca de 170m2) vg 1 1129.6525241735999 1129.65 nan nan nan;vg;1;1129.65
2.4.4 piso 1, laje de esteira (cerca de 170m2) vg 1 1129.6525241735999 1129.65 nan nan nan;vg;1;1129.65
2.4.5.1 piso -1 (cerca de 170m2) vg 1 1744.991704008 1744.99 nan nan nan;vg;1;1744.99
2.5.1 piso -1 (paredes interiores em cerca de 170m2 de planta) vg 1 3444.0625736999996 3444.06 nan nan nan;vg;1;3444.06
2.5.2 piso 0 (paredes interiores em cerca de 170m2 de planta) vg 1 3214.45840212 3214.46 nan nan nan;vg;1;3214.46
2.5.3 piso 1 (paredes interiores em cerca de 170m2 de planta) vg 1 3214.45840212 3214.46 nan nan nan;vg;1;3214.46
2.6.1 alçado nascente vg 1 3214.45840212 3214.46 nan nan nan;vg;1;3214.46
2.7 picagem de rebocos até ao osso, incluindo a remoção de acabamentos de pedra ou mosaico onde existentes, bem como a recomposição volumétrica onde necessário, e todos os trabalhos complementares necessários. paredes exteriores periféricas na face interior. vg 1 5159.798000000001 5159.8 nan nan nan;vg;1;5159.8
2.8 execução de corte de laje, com 6,70 comprimento x 3,05 largura, incluindo todos os equipamentos e materiais necessários à sua execução. vg 1 688.81251474 688.81 nan nan nan;vg;1;688.81
2.9 remoção de vãos interiores existentes sem aproveitamento, incluindo aros fixos. vg 1 440.84000943359996 440.84 nan nan nan;vg;1;440.84
2.10 remoção de vãos exteriores existentes, incluindo calhas, aros fixos, caixilhos e portadas, bem como gradeamentos exteriores. vg 1 345.6406884 345.64 nan nan nan;vg;1;345.64
2.11 remoção de bancadas e móveis de cozinha, sem aproveitamento, incluindo electrodomésticos, hotes e armários superiores. vg 1 367.3666745279999 367.37 nan nan nan;vg;1;367.37
2.12 remoção de loiças sanitárias em is, sem aproveitamento. vg 1 321.445840212 321.45 nan nan nan;vg;1;321.45
2.13 remoção de guardas de escadas e de varandas, sem aproveitamento. vg 1 110.21000235839999 110.21 nan nan nan;vg;1;110.21
2.14 remoção de corpos de escadas e de varandas sem aproveitamento, incluindo lajes, estrutura de apoio, degraus, guardas em alvenaria, incluindo a recomposição volumétrica das paredes a manter. vg 1 551.050011792 551.05 nan nan nan;vg;1;551.05
2.15 desmonte de portões de entrada e gradeamentos de ferro acima dos muros de alvenaria, entre a via pública e o lote, sem aproveitamento. vg 1 275.525005896 275.53 nan nan nan;vg;1;275.53
2.16 desmonte, desactivação e demolição de sistema original de instalações hidráulica e gás, tornados obsoletos pelo novo projecto, incluindo remoção de tubagens, equipamentos, instalações vg 1 275.525005896 275.53 nan nan nan;vg;1;275.53
2.17 desmonte, desactivação e demolição de sistema original de instalações eléctricas e electrotécnicas tornados obsoletas pelo novo projecto, incluindo remoção de cablagem, aparelhagem, equipamentos, instalações, quadros vg 1 551.050011792 551.05 nan nan nan;vg;1;551.05
2.18 desmonte, desactivação e demolição de sistema original de instalações de ventilação e climatização tornados obsoletas pelo novo projecto, incluindo remoção de cablagem, aparelhagem, equipamentos, condutas, quadros vg 1 110.21000235839999 110.21 nan nan nan;vg;1;110.21
2.19 demolição de todas as carpintarias interiores tais como rodapés, aros fixos, alisaros, prateleiras, armários, compartimentos, portas, tampas ou corrimãos vg 1 237.01075775999993 237.01 nan nan nan;vg;1;237.01
2.20 demolição de todas as serralharias interiores tais como barras, varetas, guardas, gradeamentos, armários ou prateleiras vg 1 229.60417157999998 229.6 nan nan nan;vg;1;229.6
2.21 remoção a vazadouro de todos os elementos de mobiliário (armários, cómodas, mesas, cadeiras, etc) e/ou de decoração (candeeiros, cortinas, sanefas, etc) deixados no interior da casa pelo dono de obra. vg 1 551.050011792 551.05 nan nan nan;vg;1;551.05
2.22 demolição integral de edifício anexo nas traseiras com cobertura em laje horizontal revestido a tela asfáltica com dois pisos de altura (cerca de 40m2, medição em planta) vg 1 5786.025123815999 5786.03 nan nan nan;vg;1;5786.03
2.23 desmonte, desactivação e demolição de sistema original de instalações hidráulica e gás do edifício anexo, incluindo remoção de tubagens, equipamentos, instalações vg 1 incluido em 2.22 nan nan nan nan;vg;1;2.22
2.24 desmonte, desactivação e demolição de sistema original de instalações eléctricas e electrotécnicas do edifício anexo incluindo remoção de cablagem, aparelhagem, equipamentos, instalações, quadros vg 1 incluido em 2.22 nan nan nan nan;vg;1;2.22
2.25 desmonte, desactivação e demolição de sistema original de instalações de ventilação e climatização do edifício anexo incluindo remoção de cablagem, aparelhagem, equipamentos, condutas, quadros vg 1 incluido em 2.22 nan nan nan nan;vg;1;2.22
2.26 demolição de todas as carpintarias interiores do edifício anexo tais como rodapés, aros fixos, alisaros, prateleiras, armários, compartimentos, portas, tampas ou corrimãos vg 1 incluido em 2.22 nan nan nan nan;vg;1;2.22
2.27 demolição de todas as serralharias interiores do edifício anexo tais como barras, varetas, guardas, gradeamentos, armários ou prateleiras vg 1 incluido em 2.22 nan nan nan nan;vg;1;2.22
2.28 remoção a vazadouro de todos os elementos de mobiliário do edifício anexo (armários, cómodas, mesas, cadeiras, etc) e/ou de decoração (candeeiros, cortinas, sanefas, etc) deixados no interior da casa pelo dono de obra. vg 1 incluido em 2.22 nan nan nan nan;vg;1;2.22
2.29 demolição controlada de muro exterior delimitador da propriedade, incluindo todas as serralharias no muro entre a via pública e o lote, e todos os trabalhos necessários vg 1 1185.0537887999997 1185.05 nan nan nan;vg;1;1185.05
2.30 demolição de todos os caminhos existentes no jardim, dentro do lote privado, incluindo revestimentos e base resistente e fundações, quando aplicável. vg 1 740.6586179999999 740.66 nan nan nan;vg;1;740.66
2.31 demolição de todas as escadas e escadarias, muros de contenção, fontes, caldeiras de árvores existentes no jardim, dentro do lote privado, incluindo revestimentos e base resistente e fundações, quando aplicável. vg 1 622.15323912 622.15 nan nan nan;vg;1;622.15
2.32 desmatação de toda a área do jardim com limpeza de toda a vegetação, incluindo corte de árvores, arbustos e vegetação de qualquer espécie e natureza, incluindo raízes. vg 1 826.575017688 826.58 nan nan nan;vg;1;826.58
2.33 demolição de degraus de escadaria na fachada principal (alçado norte), deixando a guarda da escada, incluindo a demolição da fonte sob a escada e a recomposição da parede existente a manter vg 1 413.287508844 413.29 nan nan nan;vg;1;413.29
2.34 recomposição da fachada principal, incluindo a abertura de vãos, alargamento de vãos para nova dimensão, fechamento de vãos, considerando a recomposição da parede existente a manter vg 1 1653.150035376 1653.15 nan nan nan;vg;1;1653.15
3 coberturas e laje térrea nan nan 0.5561838362242177 45440.39 nan nan nan;vg;1;45440.39
"3.1 fornecimento e aplicação de ripado de travamento para assentamento de telha, tipo onduline ref. ""ripa pvc"". (medição em planta) m² 170.3 11.25060440742 1915.98 nan nan nan";vg;1;1915.98
"3.2 fornecimento e aplicação de sub-telha tipo onduline em cobertura, incluindo tela tipo ""onduband"" nas juntas e todos os trabalhos necessários. (medição em planta) m² 170.3 17.725442045976 3018.64 nan nan nan";vg;1;3018.64
3.3 fornecimento e aplicação de sistema de isolamento de cobertura inclinada com placas tipo osb de 20mm e xps com 8 cm de espessura. (medição em planta) m² 170.3 26.254199999999997 4471.09 nan nan nan;vg;1;4471.09
3.4 fornecimento e execução de telhamento em telhado de 4 águas em telha lusa sobre estrutura, incluindo telhas de remate, tamancos e todos os trabalhos necessários ao correcto assentamento. (medição em planta) m² 170.3 35.92679999999999 6118.33 nan nan nan;vg;1;6118.33
"3.5 fornecimento e execução de cumeeira para telhado de 4 águas em telha idêntica à existente, com telhões, incluindo elementos de fixação e manta impermeabilizante do tipo ""tyvek cobertura"", chapa quinada de zinco para remate de topo e todos os trabalhos necessários ao correcto assentamento. m 1.4 55.105001179199995 77.15 nan nan nan";vg;1;77.15
"3.6 fornecimento e assentamento de perfil tipo ""ventilador strip"" da onduline para ventilação de telhado. m 46.96000000000001 9.1841668632 431.29 nan nan nan";vg;1;431.29
3.7 fornecimento e execução de beirado à portuguesa incluindo massas de fecho e pintura. m 46.96000000000001 50.5129177476 2372.09 nan nan nan;vg;1;2372.09
3.8 fornecimento e execução de corpo de chaminé, executado em alvenaria, incluindo rebocos, pinturas e capelo de chaminé. un 2 789.8383502351999 1579.68 nan nan nan;vg;1;1579.68
3.9.1 cobertura da sala comum m² 53.3 63.37075135607999 3377.66 nan nan nan;vg;1;3377.66
3.9.2 cobertura da garagem, sob o deck m² 32.5 63.37075135607999 2059.55 nan nan nan;vg;1;2059.55
"3.10 execução de mansarda para sotão, incluindo sistema de cobertura de zinco com junta agrafada em chapa de zinco nº 12 pré-patinada tipo ""vm zinc"" da asturiana das minas (com aplicação por pessoal especializado), lamina drenante de ventilação em tela pitonada, isolamento térmico tipo xps com 8 cm de espessura, placa de osb hidrófugo com 12 mm de espessura, revestimento a chapa de zinco nº 12 pré-patinada com formação de pingadeira, rufos de remate em chapa de zinco nº 12 pré-patinada e restantes trabalhos necessários ao seu perfeito acabamento, de acordo com pormenores de projecto. un 1 2387.8833844319997 2387.88 nan nan nan";vg;1;2387.88
3.11 fornecimento e execução de isolamento e impermeabilização de lajes de terraço exteriores, com sistema tipo imperalum ou equivalente, com uma membrana de betume polimero tipo polyplás r30 e tela polyxis 40c aplicado sobre primário de emulsão betuminosa, aplicado sob isolamento térmico tipo xps ou equivalente, com 4 cm de espessura, de acordo com as especificações técnicas e instruções do fabricante, cortes, remates, acabamentos e todos os trabalhos complementares necessários. m² 25.15 24.33804218748 612.1 nan nan nan;vg;1;612.1
3.12.1 cobertura da garagem ajardinada m² 50.7 48.2168760318 2444.6 nan nan nan;vg;1;2444.6
3.13.2.1 circulação -1.02 m² 301 40.41033419808 12163.51 nan nan nan;vg;1;12163.51
3.14.2.1 piso -1, sem garagem m² 150 16.0722920106 2410.84 nan nan nan;vg;1;2410.84
4 paredes e revestimentos nan nan -6.189906635034603e-08 92877.97000000004 nan nan nan;vg;1;92877.97
4.1.1 piso -1 m² 32 22.73081298642 727.39 nan nan nan;vg;1;727.39
4.1.2 piso 0 m² 144.1 22.73081298642 3275.51 nan nan nan;vg;1;3275.51
4.1.3 piso 1 m² 80.272 22.73081298642 1824.65 nan nan nan;vg;1;1824.65
4.2.1 piso 0 m² 26.232 16.53150035376 433.65 nan nan nan;vg;1;433.65
4.3.1 piso -1 m² 109.65999999999998 15.38347949586 1686.95 nan nan nan;vg;1;1686.95
4.4.1 piso -1 m² 109.908 16.53150035376 1816.94 nan nan nan;vg;1;1816.94
4.4.2 piso 0 m² 57.08300000000001 16.53150035376 943.67 nan nan nan;vg;1;943.67
4.4.3 piso 1 m² 131.09700000000004 16.53150035376 2167.23 nan nan nan;vg;1;2167.23
4.4.4 piso 2 m² 89.77600000000001 16.53150035376 1484.13 nan nan nan;vg;1;1484.13
4.5.1 piso 2 m² 76.80000000000001 17.282034419999995 1327.26 nan nan nan;vg;1;1327.26
4.6.1 piso -1 m² 25.174999999999997 44.0804 1109.72 nan nan nan;vg;1;1109.72
4.6.2 piso 0 m² 401.2325000000001 44.0804 17686.49 nan nan nan;vg;1;17686.49
4.6.3 piso 1 m² 113.72499999999998 44.0804 5013.04 nan nan nan;vg;1;5013.04
4.6.4 piso 2 m² 33.252 44.0804 1465.76 nan nan nan;vg;1;1465.76
4.7.1 piso -1 m² 3.2345999999999995 14.005854466379999 45.3 nan nan nan;vg;1;45.3
4.7.2 piso 0 m² 90.08449999999999 14.005854466379999 1261.71 nan nan nan;vg;1;1261.71
nan piso 1 m² 14.040000000000003 14.005854466379999 196.64 nan nan nan;vg;1;196.64
4.8.1 piso 0 m² 63.85249999999999 225.00799999999998 14367.32 nan nan nan;vg;1;14367.32
4.8.2 piso 1 m² 14.040000000000003 225.00799999999998 3159.11 nan nan nan;vg;1;3159.11
4.8.3 piso 1, cobertura da sala, assente como pavimento m² 50.5 225.00799999999998 11362.9 nan nan nan;vg;1;11362.9
4.9.1.1 circulação -1.02 m² 66.595 13.31704195164 886.85 nan nan nan;vg;1;886.85
4.9.1.2 arrumos -1.03 m² 21.619999999999997 13.31704195164 287.91 nan nan nan;vg;1;287.91
4.9.1.3 escadas -1,04 m² 18.585000000000004 13.31704195164 247.5 nan nan nan;vg;1;247.5
4.9.1.4 vestíbulo -1.05 m² 38.83399999999999 13.31704195164 517.15 nan nan nan;vg;1;517.15
4.9.1.5 área técnica 1 -1.06 m² 30.759999999999994 13.31704195164 409.63 nan nan nan;vg;1;409.63
4.9.1.6 área técnica 2 -1.07 m² 43.964999999999996 13.31704195164 585.48 nan nan nan;vg;1;585.48
4.9.1.7 área técnica 3 -1.08 m² 10.150000000000004 13.31704195164 135.17 nan nan nan;vg;1;135.17
4.9.1.8 área técnica 4 -1.09 m² 40.895 13.31704195164 544.6 nan nan nan;vg;1;544.6
4.9.2.1 vestíbulo 0.01 m² 38.223 13.31704195164 509.02 nan nan nan;vg;1;509.02
4.9.2.2 escadas 0.02 m² 3.161538461538461 13.31704195164 42.1 nan nan nan;vg;1;42.1
4.9.2.3 sala de estar 0.05 m² 50.970000000000006 13.31704195164 678.77 nan nan nan;vg;1;678.77
4.9.2.4 sala de jantar 0.06 m² 42.71249999999999 13.31704195164 568.8 nan nan nan;vg;1;568.8
4.9.2.5 sala comum 0.07 m² 40.88099999999998 13.31704195164 544.41 nan nan nan;vg;1;544.41
4.9.3.1 circulação 1.01 m² 19.746000000000006 13.31704195164 262.96 nan nan nan;vg;1;262.96
4.9.3.2 suite 1.02 m² 11.096400000000006 13.31704195164 147.77 nan nan nan;vg;1;147.77
4.9.3.3 circulação 1.04 m² 19.746000000000006 13.31704195164 262.96 nan nan nan;vg;1;262.96
4.9.3.4 suite 1.05 m² 11.096400000000006 13.31704195164 147.77 nan nan nan;vg;1;147.77
4.9.3.5 circulação 1.07 m² 17.604000000000003 13.31704195164 234.43 nan nan nan;vg;1;234.43
4.9.3.6 suite 1.08 m² 44.97050000000001 13.31704195164 598.87 nan nan nan;vg;1;598.87
4.9.3.7 circulação 1.10 m² 23.25 13.31704195164 309.62 nan nan nan;vg;1;309.62
4.9.3.8 suite superior 1.11 m² 49.611 13.31704195164 660.67 nan nan nan;vg;1;660.67
4.9.3.9 escadas 1.12 m² 41.57999999999999 13.31704195164 553.72 nan nan nan;vg;1;553.72
4.9.4.1 escadas 2.01 m² 3.6774000000000004 13.31704195164 48.97 nan nan nan;vg;1;48.97
4.9.4.2 suite superior 2.02 m² 36.4815 13.31704195164 485.83 nan nan nan;vg;1;485.83
4.9.4.3 closet 1 2.03 m² 31.285 13.31704195164 416.62 nan nan nan;vg;1;416.62
4.9.4.4 closet 2 2.04 m² 32.727000000000004 13.31704195164 435.83 nan nan nan;vg;1;435.83
4.9.4.5 instalação sanitária 2.05 m² 5.936 13.31704195164 79.05 nan nan nan;vg;1;79.05
4.10.1.1 garagem -1.01 m² 101.33199999999998 14.005854466379999 1419.24 nan nan nan;vg;1;1419.24
4.11.1.1 instalação sanitária -1.10 m² 22.32 53.26816780656 1188.95 nan nan nan;vg;1;1188.95
4.11.2.1 cozinha 0.03 m² 48.9705 53.26816780656 2608.57 nan nan nan;vg;1;2608.57
4.11.2.2 instalação sanitária 0.04 m² 18.882 53.26816780656 1005.81 nan nan nan;vg;1;1005.81
4.11.3.1 instalação sanitária 1.03 m² 20.720000000000002 53.26816780656 1103.72 nan nan nan;vg;1;1103.72
4.11.3.2 instalação sanitária 1.06 m² 20.720000000000002 53.26816780656 1103.72 nan nan nan;vg;1;1103.72
4.11.3.3 instalação sanitária 1.09 nan 22.406000000000002 53.26816780656 1193.53 nan nan nan;vg;1;1193.53
4.11.4.1 instalação sanitária 2.05 m² 24.340999999999998 53.26816780656 1296.6 nan nan nan;vg;1;1296.6
5 pavimentos e rodapés nan nan 0.06335143307771733 89164.84000000003 nan nan nan;vg;1;89164.84
5.1.1.1 circulação -1.02 m² 14.5 12.6282294369 183.11 nan nan nan;vg;1;183.11
5.1.1.2 arrumos -1.03 m² 6.5 12.6282294369 82.08 nan nan nan;vg;1;82.08
5.1.1.3 vestíbulos -1.05 m² 10.5 12.6282294369 132.6 nan nan nan;vg;1;132.6
